%time,field
1559775794087855100,562.956340548
1559775794090179920,562.971868499
1559775794091928005,562.984237388
1559775794093972921,562.977065321
1559775794095218896,562.983076144
1559775794095874071,562.966015261
1559775794097935914,563.006801696
1559775794099692106,563.03632085
1559775794102256059,563.037235531
1559775794103728055,563.080804872
1559775794105735063,563.087462496
1559775794106448888,563.111048266
1559775794109918117,563.140117694
1559775794111777067,563.173219873
1559775794113969087,563.201297577
1559775794117432117,563.224531503
1559775794117784023,563.244270903
1559775794119677066,563.270608004
1559775794121759891,563.304267753
1559775794124031066,563.341224575
1559775794125673055,563.349698709
1559775794126287937,563.363744677
1559775794128611087,563.357335106
1559775794129928112,563.371478708
1559775794131854057,563.388673213
1559775794134248971,563.409710507
1559775794135585069,563.418195937
1559775794135926961,563.449181954
1559775794137835979,563.455445151
1559775794139877080,563.466151763
1559775794141988039,563.488308117
1559775794143974065,563.5047726
1559775794146419048,563.541863745
1559775794147852897,563.568421649
1559775794149874925,563.611820443
1559775794154139995,563.66162379
1559775794155790090,563.671459951
1559775794156347990,563.670985453
1559775794157886981,563.680320039
1559775794159570932,563.714268586
1559775794162266016,563.782730298
1559775794163856983,563.817075782
1559775794166313886,563.839922277
1559775794168051958,563.855522375
1559775794176213026,563.949028249
1559775794204190015,564.26880488
1559775794206465005,564.304381261
1559775794207037925,564.313562588
1559775794209124088,564.426029314
1559775794209861993,564.439559262
1559775794211714982,564.447813977
1559775794213902950,564.505751327
1559775794215533018,564.519173884
1559775794215902090,564.559118853
1559775794217803001,564.580413256
1559775794219860076,564.587118284
1559775794222157001,564.697146915
1559775794223736047,564.690722638
1559775794225487947,564.705323592
1559775794226211071,564.696718956
1559775794227829933,564.703156478
1559775794230006933,564.734591808
1559775794231704950,564.728247423
1559775794234261035,564.773961906
1559775794235136985,564.773395111
1559775794235831975,564.772351161
1559775794237833976,564.800463201
1559775794242508888,564.860809277
1559775794243886947,564.889511182
1559775794245313882,564.90446652
1559775794246284008,564.925926704
1559775794248016119,564.941353076
1559775794250076055,564.970144474
1559775794251919031,565.026753203
1559775794254065990,565.062399837
1559775794255173921,565.078133318
1559775794255671977,565.084767492
1559775794257741928,565.090482527
1559775794260210990,565.136376102
1559775794263923883,565.177624401
1559775794265232086,565.193385633
1559775794266077995,565.162354795
1559775794268258094,565.195238656
1559775794269968986,565.211294469
1559775794271702051,565.204835957
1559775794274141073,565.235315384
1559775794275515079,565.250577568
1559775794276068925,565.235866805
1559775794277934074,565.237119049
1559775794282730102,565.303885985
1559775794285553932,565.334659099
1559775794285929918,565.310880553
1559775794287671089,565.312087571
1559775794289813041,565.327554623
1559775794292045116,565.32450019
1559775794294152975,565.351304651
1559775794295208930,565.365388398
1559775794295878887,565.379466931
1559775794297635078,565.394202519
1559775794299618959,565.38770899
1559775794301985979,565.390913158
1559775794303833961,565.418215288
1559775794306041955,565.446224901
1559775794306364059,565.452092039
1559775794307988882,565.463080812
1559775794309911012,565.481701539
1559775794311923027,565.497095639
1559775794314027070,565.507234571
1559775794315160036,565.520693736
1559775794315876960,565.523023875
1559775794317800045,565.542637042
1559775794322033882,565.598098826
1559775794326462030,565.628434599
1559775794327941894,565.674092456
1559775794329812049,565.695868889
1559775794331892013,565.72185123
1559775794333822011,565.732927526
1559775794335016965,565.746687684
1559775794335946083,565.734634072
1559775794337805032,565.736886186
1559775794340154886,565.752178191
1559775794341793060,565.802026593
1559775794343594074,565.825705479
1559775794345705032,565.854408861
1559775794346204996,565.853820335
1559775794347984075,565.887221405
1559775794349780082,565.899667553
1559775794351954936,565.913861403
1559775794353887081,565.921133162
1559775794355931997,565.910346117
1559775794358392953,565.905548755
1559775794359445095,565.897161414
1559775794361974954,565.928401695
1559775794364017963,565.954578727
1559775794365916013,565.989897491
1559775794366234064,565.989328501
1559775794367686986,566.019364418
1559775794369579076,566.031189936
1559775794371670007,566.073088638
1559775794373550891,566.069264178
1559775794375881910,566.082209437
1559775794378638029,566.109780721
1559775794379663944,566.099889823
1559775794381522893,566.113424683
1559775794384260892,566.150710648
1559775794385543107,566.166101898
1559775794386053085,566.165545888
1559775794390161037,566.231146878
1559775794391840934,566.271539683
1559775794393822908,566.28630759
1559775794395836114,566.313717064
1559775794396178960,566.285102139
1559775794397667884,566.26325716
1559775794399535894,566.250176485
1559775794404227018,566.305213078
1559775794405481100,566.341903592
1559775794406137943,566.341369293
1559775794407753944,566.348119831
1559775794410103082,566.330780755
1559775794411751031,566.337464122
1559775794413641929,566.363508519
1559775794415679931,566.387943902
1559775794417562961,566.400079395
1559775794419565916,566.403581869
1559775794421597957,566.398980879
1559775794423985004,566.425827763
1559775794427149057,566.424074949
1559775794427258014,566.423580778
1559775794428005933,566.433638531
1559775794429606914,566.42016131
1559775794431967020,566.433151672
1559775794435775995,566.451562053
1559775794437679052,566.475551281
1559775794439526081,566.47881505
1559775794442348003,566.508239859
1559775794443780899,566.510073972
1559775794447062969,566.542687634
1559775794447748899,566.552303478
1559775794449553966,566.567961105
1559775794451941013,566.634359894
1559775794453396081,566.651039863
1559775794455914020,566.674276198
1559775794456283092,566.710362409
1559775794459816932,566.760485347
1559775794461772918,566.792967378
1559775794464181900,566.81162793
1559775794465713024,566.8295764
1559775794465936899,566.82909585
1559775794467806100,566.870419368
1559775794469682931,566.882117721
1559775794471617937,566.889383676
1559775794473592996,566.904081034
1559775794475895881,566.922916944
1559775794477499961,566.920720374
1559775794479736089,566.942173068
1559775794481945991,566.950664922
1559775794484721899,566.96220284
1559775794485769033,566.985148441
1559775794486078023,566.984688141
1559775794487987995,566.97143194
1559775794489588022,566.993131225
1559775794491913080,567.029719516
1559775794495733976,567.05313494
1559775794497778892,567.07571305
1559775794499866008,567.097277677
1559775794501854896,567.133798954
1559775794503735065,567.172618464
1559775794505793094,567.198075071
1559775794507795095,567.215200693
1559775794509634017,567.239565677
1559775794511918067,567.279748563
1559775794513490915,567.281762268
1559775794515732049,567.316138766
1559775794517740964,567.304751037
1559775794519745111,567.353596589
1559775794522217988,567.376932508
1559775794524488925,567.419528342
1559775794525712966,567.432567742
1559775794527626037,567.464452641
1559775794529818058,567.487663947
1559775794531635999,567.508964033
1559775794533462047,567.521295378
1559775794536119937,567.548492247
1559775794536578893,567.55795773
1559775794537754058,567.604204998
1559775794539912939,567.618566731
1559775794541836977,567.660369787
1559775794544003009,567.688438971
1559775794545588016,567.70956276
1559775794546364068,567.709058658
1559775794550024032,567.77842815
1559775794551949024,567.814664206
1559775794553668975,567.826618194
1559775794555804967,567.877544573
1559775794557651042,567.899373109
1559775794560045957,567.914313979
1559775794562280893,567.928060785
1559775794564433097,567.957576495
1559775794566057920,567.972141034
1559775794567801952,568.006544426
1559775794570044994,568.020036349
1559775794572513103,568.071332339
1559775794573970079,568.075933322
1559775794576209068,568.106133418
1559775794576764106,568.111332626
1559775794577642917,568.143534062
1559775794579581022,568.120678113
1559775794581804990,568.154088841
1559775794584182024,568.169358356
1559775794586112976,568.191926263
1559775794586682081,568.191401552
1559775794587912082,568.202724938
1559775794589870929,568.229859493
1559775794592314004,568.250001397
1559775794593548059,568.246734899
1559775794595824956,568.277716931
1559775794597804069,568.277184129
1559775794599642992,568.276729167
1559775794601636886,568.305665972
1559775794604077100,568.321299839
1559775794605932950,568.338336874
1559775794606281995,568.337842991
1559775794608247041,568.365848215
1559775794609966039,568.34657294
1559775794611951112,568.352350071
1559775794616408109,568.41212471
1559775794616966009,568.434710602
1559775794617738008,568.444682464
1559775794619447946,568.464025765
1559775794621706962,568.492586799
1559775794623775959,568.498749794
1559775794626106977,568.514262089
1559775794626430988,568.51378384
1559775794627710103,568.507578057
1559775794629693031,568.533248406
1559775794631732940,568.555920121
1559775794633649110,568.562883868
1559775794635094881,568.576192515
1559775794635509014,568.572763869
1559775794637473106,568.58268858
1559775794639652967,568.623530316
1559775794641679048,568.664116421
1559775794643975019,568.680795621
1559775794645756006,568.708520647
1559775794646255016,568.70805501
1559775794649070024,568.745076901
1559775794651046991,568.745818248
1559775794651899099,568.763448064
1559775794653553962,568.784299674
1559775794655726909,568.803901474
1559775794657856941,568.811302717
1559775794659816026,568.801079483
1559775794661664009,568.816298744
1559775794665997982,568.877878516
1559775794666491031,568.877434786
1559775794667812108,568.89726445
1559775794669847011,568.916285857
1559775794671744108,568.919772261
1559775794673723936,568.937698598
1559775794675054073,568.95107761
1559775794676275014,568.964138214
1559775794677679061,568.991308184
1559775794679661989,569.006586491
1559775794683783054,569.080982784
1559775794685740947,569.092867328
1559775794686199903,569.092428373
1559775794687789916,569.118911413
1559775794690100908,569.116388788
1559775794691962003,569.130353775
1559775794695077896,569.174436908
1559775794695648908,569.174002251
1559775794696105957,569.168364697
1559775794697675943,569.176409093
1559775794700195074,569.182143264
1559775794701890945,569.198212044
1559775794703752994,569.208209859
1559775794705539941,569.210310029
1559775794706717967,569.223073689
1559775794707875967,569.256064503
1559775794709739923,569.278632946
1559775794712116003,569.32115787
1559775794713850021,569.337841623
1559775794716754913,569.36547983
1559775794716847896,569.389203843
1559775794718064069,569.42914338
1559775794719785928,569.445857903
1559775794724225044,569.512304937
1559775794725754976,569.529645547
1559775794726329088,569.529203959
1559775794728331089,569.538288052
1559775794729918956,569.569357815
1559775794733557939,569.614119092
1559775794734236001,569.634635751
1559775794735800981,569.650951368
1559775794737590074,569.670374146
1559775794739533901,569.689028702
1559775794741705894,569.740472507
1559775794744242906,569.779299521
1559775794746001958,569.794651933
1559775794747762918,569.83947844
1559775794750085115,569.855869267
1559775794751894950,569.918015654
1559775794755764007,569.967802686
1559775794756097078,569.975025091
1559775794761094093,569.990104566
1559775794761652946,570.065506814
1559775794762099981,570.064457077
1559775794763735055,570.095515794
1559775794765474081,570.112516664
1559775794767970085,570.150958657
1559775794770241975,570.187909076
1559775794772937059,570.202392054
1559775794774116039,570.241236906
1559775794776253938,570.307206899
1559775794778817892,570.363144994
1559775794779618978,570.390966953
1559775794781641006,570.405602315
1559775794783854961,570.453592792
1559775794785542011,570.481587096
1559775794786112070,570.481002767
1559775794787632942,570.484304761
1559775794790066003,570.532950089
1559775794792018890,570.579996333
1559775794795799016,570.637368269
1559775794796293973,570.630968576
1559775794797466993,570.655678852
1559775794799479961,570.667251199
1559775794801690101,570.69259135
1559775794803726911,570.714398214
1559775794805915117,570.735289983
1559775794806323051,570.734680591
1559775794809845924,570.791766671
1559775794811928987,570.832062702
1559775794814110040,570.864188752
1559775794816061019,570.902974872
1559775794816386938,570.892931514
1559775794817558050,570.902253287
1559775794819977998,570.970290244
1559775794821938991,570.976631232
1559775794824003934,571.001358981
1559775794826072931,571.040062729
1559775794827812910,571.046483299
1559775794829699039,571.06917771
1559775794831661939,571.070650238
1559775794833636999,571.080135617
1559775794835697889,571.118118467
1559775794836155891,571.106831649
1559775794837475061,571.142270917
1559775794839632987,571.175170055
1559775794842341899,571.226735243
1559775794843739986,571.221664634
1559775794845803976,571.259667445
1559775794846436023,571.250156184
1559775794847681999,571.263571135
1559775794851675987,571.298643023
1559775794853586912,571.303865775
1559775794854098081,571.334328338
1559775794858095884,571.390565761
1559775794859074115,571.379009752
1559775794862349987,571.387236423
1559775794865417003,571.458722576
1559775794871922016,571.569308773
1559775794875950098,571.628519292
1559775794876375913,571.601221124
1559775794877731084,571.568936319
1559775794879559040,571.586812156
1559775794881422996,571.636423857
1559775794883610963,571.649781414
1559775794886271953,571.684760857
1559775794886883974,571.703381008
1559775794887629985,571.697885798
1559775794890207052,571.695600537
1559775794891762971,571.711624693
1559775794893846988,571.734758902
1559775794895513057,571.751466953
1559775794895867109,571.752476074
1559775794897854089,571.778432443
1559775794899414062,571.794887914
1559775794901688098,571.798060712
1559775794903723001,571.825565088
1559775794907036066,571.85936204
1559775794910931110,571.871760421
1559775794911191940,571.920432904
1559775794911614894,571.896981815
1559775794913712978,571.952824043
1559775794915594100,571.969306964
1559775794916052103,571.960389384
1559775794917423963,571.972343275
1559775794919399976,571.979813836
1559775794921725988,572.026980528
1559775794923846006,572.052229511
1559775794925961971,572.068480137
1559775794926239013,572.055510023
1559775794927776098,572.05931507
1559775794929351091,572.070723382
1559775794931560993,572.101231714
1559775794933418035,572.110800688
1559775794935686111,572.142858966
1559775794936165094,572.107573532
1559775794937819957,572.100992092
1559775794939626932,572.109000617
1559775794941718101,572.127529124
1559775794944116115,572.142307957
1559775794946048021,572.178618924
1559775794946341991,572.178002855
1559775794948290109,572.179152368
1559775794949870109,572.182454128
1559775794951821088,572.202060277
1559775794953605890,572.22461785
1559775794956022977,572.253302326
1559775794957000970,572.240726506
1559775794960032939,572.249765701
1559775794961637020,572.273869104
1559775794963680982,572.3145919
1559775794965390920,572.328204203
1559775794965743064,572.319974794
1559775794967616081,572.314181009
1559775794970006942,572.321282294
1559775794971939086,572.334037781
1559775794973655939,572.338700291
1559775794977380990,572.377929525
1559775794977796077,572.379258068
1559775794979566097,572.397065292
1559775794981606006,572.40736668
1559775794983473062,572.431477057
1559775794986015081,572.457207381
1559775794986448049,572.478545417
1559775794988063097,572.503835531
1559775794992109060,572.538544539
1559775794993591070,572.545802549
1559775794995701074,572.558559151
1559775794996104001,572.57155603
1559775794997746944,572.589116049
1559775794999433994,572.605936295
1559775795001626968,572.635116753
1559775795004106998,572.697909681
1559775795005743980,572.711354283
1559775795009430885,572.741903009
1559775795010070085,572.751170878
1559775795011698961,572.753798489
1559775795013617038,572.769189763
1559775795015578985,572.782206579
1559775795015981912,572.781808057
1559775795017431020,572.790608963
1559775795019720077,572.838927077
1559775795021581888,572.849353056
1559775795023709058,572.860731757
1559775795027337074,572.923577771
1559775795027898073,572.882507178
1559775795029428958,572.898151008
1559775795031713008,572.921921748
1559775795033698081,572.932079825
1559775795035996913,572.942655541
1559775795037707090,572.93266778
1559775795039582014,572.953070939
1559775795044301986,573.009054678
1559775795044919013,573.014543063
1559775795045901060,573.026599957
1559775795046328067,573.027442936
1559775795047725915,573.040329877
1559775795049590110,573.056398444
1559775795051721096,573.076457866
1559775795053816080,573.105757987
1559775795056243896,573.135253404
1559775795060970067,573.200150198
1559775795061897039,573.205258178
1559775795063724994,573.226299859
1559775795065557956,573.23880549
1559775795065993070,573.242169426
1559775795067516088,573.254221502
1559775795069922924,573.297038959
1559775795071700096,573.314450173
1559775795073343038,573.331159525
1559775795077316999,573.370628493
1559775795077922105,573.357091224
1559775795079448938,573.37570465
1559775795081530094,573.417800152
1559775795083712100,573.48193941
1559775795085829973,573.496165832
1559775795086754083,573.495589985
1559775795087717056,573.528040257
1559775795089525938,573.548065663
1559775795092310905,573.581078819
1559775795094026088,573.591616452
1559775795095710039,573.623769586
1559775795097776889,573.632890606
1559775795099689006,573.648845734
1559775795103943109,573.70956488
1559775795105201005,573.72343235
1559775795105763912,573.718056443
1559775795109096050,573.74811454
1559775795110001087,573.744118111
1559775795112859010,573.787969266
1559775795113620996,573.794916729
1559775795115674972,573.82320514
1559775795116255998,573.828787261
1559775795117723941,573.82948779
1559775795121031999,573.858518628
1559775795121850013,573.887475693
1559775795124378919,573.92204701
1559775795125756978,573.936044393
1559775795126360893,573.940686661
1559775795129477024,573.955487592
1559775795130156993,573.987479684
1559775795132050037,574.040953281
1559775795133775949,574.059496757
1559775795137870073,574.072933652
1559775795138550996,574.078787504
1559775795139812946,574.106543702
1559775795142350912,574.132854743
1559775795144870996,574.158588105
1559775795146327018,574.188010276
1559775795146960020,574.189850179
1559775795147871971,574.20232745
1559775795150032043,574.232383227
1559775795152082920,574.276461209
1559775795156164884,574.320448075
1559775795157860040,574.347018822
1559775795159734010,574.360578846
1559775795161711931,574.377433266
1559775795163707017,574.396281732
1559775795165930032,574.425655862
1559775795166630983,574.433195333
1559775795167836904,574.43903471
1559775795171890020,574.485025347
1559775795172571897,574.474220248
1559775795174314975,574.482142695
1559775795176728963,574.511009793
1559775795177162885,574.503031058
1559775795178966999,574.524892969
1559775795180373907,574.534459638
1559775795182178020,574.557531575
1559775795183932065,574.573177519
1559775795186094045,574.601718315
1559775795186650037,574.601534338
1559775795188054084,574.622918962
1559775795190129041,574.643429749
1559775795193516016,574.647057222
1559775795194246053,574.628893417
1559775795195406913,574.642213254
1559775795196084022,574.629335011
1559775795198019981,574.65809371
1559775795200110912,574.697085141
1559775795202081918,574.706299847
1559775795204981088,574.722534803
1559775795207956075,574.75699895
1559775795208424091,574.761659876
1559775795212138891,574.82134116
1559775795216437101,574.825456042
1559775795217804908,574.875211468
1559775795218370914,574.888471359
1559775795220328092,574.922367109
1559775795221894979,574.945327077
1559775795224364995,574.977135532
1559775795228807926,575.043304476
1559775795229448080,575.047827359
1559775795229999065,575.059677565
1559775795232234954,575.075620652
1559775795240268945,575.103920256
1559775795240392923,575.121947038
1559775795242866039,575.182200589
1559775795244370937,575.182147919
1559775795244482040,575.174069181
1559775795246315002,575.187352594
1559775795246431112,575.181595784
1559775795248198032,575.216673138
1559775795250515937,575.248517802
1559775795251926898,575.253834723
1559775795253839969,575.266588363
1559775795256184101,575.293971929
1559775795257141113,575.291544142
1559775795258292913,575.306457939
1559775795260277032,575.326409659
1559775795261954069,575.34738795
1559775795263993024,575.361711483
1559775795265845060,575.374837988
1559775795267765998,575.378159171
1559775795269794940,575.401977818
1559775795272257089,575.436606195
1559775795276880979,575.453780739
1559775795278084039,575.493523678
1559775795278970003,575.502840519
1559775795279648065,575.511400774
1559775795281940937,575.520488091
1559775795285906076,575.570736943
1559775795286602973,575.559787147
1559775795287879943,575.554044134
1559775795290087938,575.572729892
1559775795294157028,575.631895908
1559775795296016931,575.618054279
1559775795297946929,575.625356099
1559775795299984931,575.644207374
1559775795304637908,575.686424194
1559775795305977106,575.702866326
1559775795306596994,575.714802231
1559775795307486057,575.713809199
1559775795308180093,575.681398706
1559775795311117887,575.704967936
1559775795311914920,575.704457467
1559775795314531087,575.742467777
1559775795316119909,575.75406642
1559775795316601037,575.774327609
1559775795318494081,575.797946431
1559775795320004940,575.832938345
1559775795323959112,575.87918049
1559775795326261997,575.891377871
1559775795327888011,575.910907065
1559775795329183101,575.905934055
1559775795330524921,575.901197347
1559775795331897974,575.900487398
1559775795334800958,575.934292039
1559775795341664075,575.9883582
1559775795342204093,575.981630489
1559775795344635963,575.983673813
1559775795346704006,575.994606739
1559775795348078012,576.021115824
1559775795348680019,575.992464932
1559775795350843906,576.001913901
1559775795351975917,576.025532027
1559775795353975057,576.043910903
1559775795356323003,576.065429611
1559775795359133005,576.085867919
1559775795360032081,576.112853282
1559775795363883972,576.154937611
1559775795364509105,576.173664563
1559775795365504026,576.184463712
1559775795365964889,576.194983429
1559775795367896080,576.235727728
1559775795369885921,576.24663763
1559775795376668930,576.301837455
1559775795377907037,576.318569151
1559775795378489971,576.334486086
1559775795379889011,576.333118672
1559775795384044885,576.39432432
1559775795386326074,576.417016556
1559775795387033939,576.434991688
1559775795387818098,576.432703491
1559775795389904022,576.450058999
1559775795392575025,576.475122312
1559775795394056081,576.500871766
1559775795399799108,576.53546841
1559775795399967908,576.559184332
1559775795401169061,576.584045199
1559775795402537107,576.596388068
1559775795406836986,576.621340646
1559775795408435106,576.632424652
1559775795409419059,576.655975644
1559775795410587072,576.673714351
1559775795413569927,576.747380353
1559775795414508104,576.721371183
1559775795416507005,576.744661213
1559775795417812108,576.732721012
1559775795419922113,576.775023866
1559775795421828985,576.791324606
1559775795429060935,576.900300504
1559775795432929992,576.983846117
1559775795433783054,577.024406877
1559775795436079978,577.050550966
1559775795436388015,577.031862998
1559775795438157081,577.078778142
1559775795439682960,577.104597621
1559775795444103956,577.169062211
1559775795444540023,577.186650342
1559775795449301004,577.244121602
1559775795449443101,577.243433017
1559775795450098037,577.284990832
1559775795451730966,577.287980332
1559775795453655004,577.295390534
1559775795455868959,577.342734888
1559775795459182024,577.410575915
1559775795462271928,577.473458531
1559775795462627887,577.475607736
1559775795464169025,577.488236459
1559775795465244054,577.50312463
1559775795466319084,577.487071861
1559775795467865943,577.499055264
1559775795470654964,577.508551754
1559775795471764087,577.547819058
1559775795473545074,577.553293632
1559775795476855039,577.599778796
1559775795481065034,577.614253757
1559775795481861114,577.645135276
1559775795484035015,577.680978046
1559775795486449003,577.710876487
1559775795487941980,577.707500184
1559775795489888906,577.725836779
1559775795492516040,577.744899824
1559775795494174003,577.765619025
1559775795496634006,577.787148011
1559775795498130083,577.793349611
1559775795499798059,577.811615483
1559775795501765966,577.864102641
1559775795505189895,577.883078482
1559775795505872964,577.866773299
1559775795506450891,577.866064558
1559775795510082960,577.930142451
1559775795510440111,577.952313559
1559775795512665987,577.979881645
1559775795516632080,578.021896414
1559775795517802953,578.038480524
1559775795519691944,578.046176302
1559775795521779060,578.076121691
1559775795523813009,578.108881746
1559775795526748895,578.138664503
1559775795528481006,578.136917015
1559775795529828071,578.1709329
1559775795532021045,578.203492334
1559775795534424066,578.256466427
1559775795536442995,578.303251393
1559775795537727117,578.328634346
1559775795540131092,578.355172829
1559775795542073965,578.35256526
1559775795544011116,578.371079485
1559775795546359062,578.395375387
1559775795546763896,578.394565894
1559775795548083066,578.406997144
1559775795549844980,578.422929044
1559775795551879882,578.457144414
1559775795553725004,578.478999043
1559775795555910110,578.498840645
1559775795558702945,578.529702863
1559775795559674024,578.524138807
1559775795561311006,578.530831165
1559775795564208030,578.535503871
1559775795565375089,578.549525891
1559775795566065073,578.540481369
1559775795567976951,578.538280953
1559775795570030927,578.545714768
1559775795571739912,578.546749214
1559775795573622941,578.540100554
1559775795575726032,578.566748397
1559775795576102018,578.576409471
1559775795577490091,578.598824219
1559775795579858064,578.610826382
1559775795583903074,578.655241478
1559775795585319995,578.667978006
1559775795585673093,578.677668636
1559775795587675094,578.668061587
1559775795589559078,578.678493446
1559775795592307090,578.69720524
1559775795593584060,578.698441474
1559775795595778942,578.723675989
1559775795596206903,578.699090774
1559775795597809076,578.707515055
1559775795600743055,578.696057139
1559775795601731061,578.696289061
1559775795606132030,578.700568029
1559775795606417894,578.699716372
1559775795608000993,578.682074792
1559775795609674930,578.66526928
1559775795611867904,578.678644284
1559775795613651990,578.67355937
1559775795616178989,578.685846806
1559775795617646932,578.676175691
1559775795619577884,578.662992759
1559775795621642112,578.670363787
1559775795623956918,578.668907669
1559775795626424074,578.68530739
1559775795627687931,578.669291419
1559775795630269050,578.65404454
1559775795631973981,578.64630721
1559775795633919000,578.647677815
1559775795635766983,578.654153582
1559775795636346101,578.620308755
1559775795637646913,578.626243329
1559775795639622926,578.624164797
1559775795641905069,578.616374379
1559775795643961906,578.615865475
1559775795645602941,578.620951487
1559775795651341915,578.632074427
1559775795651490926,578.643889061
1559775795651524066,578.630722356
1559775795653377056,578.648137712
1559775795656887054,578.65690354
1559775795656997919,578.648954553
1559775795659812927,578.632182025
1559775795663223028,578.64408326
1559775795667578935,578.690326492
1559775795668143033,578.689547162
1559775795668612957,578.676779908
1559775795670136928,578.651732679
1559775795671948909,578.674349084
1559775795673729896,578.679235286
1559775795676069021,578.695993157
1559775795677560091,578.712194223
1559775795680056095,578.711030562
1559775795681868076,578.726353217
1559775795683990955,578.720264724
1559775795685512065,578.726823654
1559775795686239004,578.726040812
1559775795687521934,578.728278311
1559775795689593076,578.753805247
1559775795692152023,578.762437049
1559775795694972991,578.778735215
1559775795695844888,578.777934897
1559775795696192979,578.801912135
1559775795697808980,578.81675539
1559775795699790954,578.834733855
1559775795701765060,578.864028078
1559775795704005956,578.877087187
1559775795705125093,578.880680558
1559775795705679893,578.89598555
1559775795707899093,578.931286746
1559775795710489034,578.954098288
1559775795711909055,578.967322829
1559775795713730096,578.972296114
1559775795715794086,578.976451389
1559775795716130018,578.972416764
1559775795717417001,578.965860597
1559775795719898939,578.944883256
1559775795724206924,578.965910145
1559775795726758003,578.973237329
1559775795728560924,578.93499289
1559775795729748964,578.915065201
1559775795732247114,578.927370417
1559775795733737945,578.936169073
1559775795735814094,578.980502747
1559775795737658023,578.987365462
1559775795739686965,578.985939574
1559775795741750955,579.003694011
1559775795745166063,579.037193603
1559775795745606899,579.065800979
1559775795746413946,579.064905001
1559775795747757911,579.072477834
1559775795749878883,579.095610393
1559775795751871109,579.082385414
1559775795753701925,579.119933103
1559775795755687952,579.127694433
1559775795756253957,579.132549274
1559775795758498907,579.149034856
1559775795759757995,579.123003204
1559775795768217086,579.163100136
1559775795771976947,579.219979886
1559775795773668050,579.261706301
1559775795775497913,579.25200703
1559775795776362895,579.251036607
1559775795777909040,579.281141035
1559775795780280113,579.301841106
1559775795781620025,579.30810601
1559775795784626960,579.357883783
1559775795785604000,579.362459104
1559775795787194013,579.374971274
1559775795789709091,579.348492436
1559775795799969911,579.37251925
1559775795802130937,579.329861773
1559775795803458929,579.296799207
1559775795805665016,579.294332169
1559775795805978059,579.293351955
1559775795809516906,579.319886472
1559775795811531066,579.347568206
1559775795813704013,579.360045106
1559775795816026926,579.365933086
1559775795816371917,579.307638603
1559775795817487955,579.296372787
1559775795819695949,579.297682678
1559775795823122978,579.28545
1559775795824460029,579.269873077
1559775795826039075,579.270534763
1559775795827714920,579.245599463
1559775795829559087,579.222302795
1559775795831548929,579.171900731
1559775795833256959,579.17057522
1559775795835361003,579.141116807
1559775795835798978,579.140209142
1559775795837630987,579.112550528
1559775795839354991,579.095376733
1559775795841782093,579.077514021
1559775795843425035,579.053006528
1559775795845532894,579.04827353
1559775795847830057,579.007638984
1559775795851692914,578.988022126
1559775795853673934,578.969911499
1559775795856276035,578.972470355
1559775795857012987,578.971638473
1559775795859181880,578.927697847
1559775795860007047,578.876241907
1559775795862046957,578.828271789
1559775795865819931,578.81507123
1559775795866293907,578.814308292
1559775795868004083,578.811682227
1559775795869726896,578.787720592
1559775795872715950,578.750322273
1559775795873816967,578.751446319
1559775795875278949,578.744433093
1559775795875971078,578.733695476
1559775795879509925,578.720889454
1559775795881467103,578.716930753
1559775795884104967,578.698418124
1559775795886698007,578.683771617
1559775795888027906,578.685492751
1559775795889718055,578.687001604
1559775795891946077,578.660716732
1559775795893616914,578.64230964
1559775795896306991,578.637943328
1559775795897541046,578.644920148
1559775795899774074,578.661077162
1559775795901911020,578.664824417
1559775795906132936,578.683765223
1559775795907464981,578.676290882
1559775795912091970,578.65487015
1559775795913466930,578.640402966
1559775795915426015,578.632509852
1559775795917325973,578.655452905
1559775795919568061,578.620594441
1559775795921561002,578.627996232
1559775795923773050,578.623759063
1559775795925836086,578.621854911
1559775795926186084,578.621175353
1559775795927628993,578.599567725
1559775795931619882,578.614035
1559775795933562994,578.646105165
1559775795936021089,578.632030812
1559775795936481952,578.652225378
1559775795937475919,578.653490737
1559775795939507961,578.680884501
1559775795941493988,578.686493358
1559775795944020986,578.713922345
1559775795945607900,578.749646863
1559775795945938110,578.748915035
1559775795947462081,578.765998749
1559775795950201034,578.80762576
1559775795951455116,578.830933794
1559775795953377008,578.832734801
1559775795955293893,578.828265079
1559775795959599018,578.833056464
1559775795961971044,578.863064214
1559775795963165044,578.899103942
1559775795965792894,578.892991011
1559775795967771053,578.863036756
1559775795969363927,578.882450072
1559775795972311019,578.880445857
1559775795973903894,578.890016173
1559775795975416898,578.886566927
1559775795977289915,578.92712903
1559775795979399919,578.977835035
1559775795984998941,578.970934402
1559775795986196994,578.968636528
1559775795988070964,578.998758492
1559775795989207029,579.014079424
1559775795991517066,578.994762938
1559775795993355989,579.023762414
1559775795995095968,579.022202723
1559775795995846986,579.036583776
1559775795997283935,579.05389999
1559775795999239921,579.074541436
1559775796001868009,579.0945664
1559775796004470109,579.114249591
1559775796005458116,579.113370763
1559775796015023946,579.119476402
1559775796015136957,579.136152189
1559775796015652894,579.160600664
1559775796016311883,579.159702648
1559775796016597986,579.175921804
1559775796018738031,579.176048866
1559775796019450902,579.178045042
1559775796021543025,579.191071466
1559775796024041891,579.199489258
1559775796026156902,579.216387935
1559775796027513027,579.215464519
